Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,Referral Score,,
9085,Hardware,63,0,3,Yes,Analyst,2,3.64,72000,9,1,7
9086,Hardware,30,1,7,Yes,Explorer,1,2.71,63000,8,1,7
9087,Hardware,45,0,2,Yes,Explorer,1,4,121000,9,1,7
9088,Hardware,54,1,4,No,Explorer,4,4,106200,9,1,7
9089,Hardware,42,0,1,Yes,Sentinel,1,2.53,54000,4,1,7
9090,Software,30,0,6,Yes,Sentinel,6,2.49,101000,9,1,7
9091,Hardware,42,0,10,Yes,Diplomat,3,2.05,109000,5,1,7
9092,Hardware,39,0,1,Yes,Explorer,2,3.29,88000,6,1,7
9093,Hardware,52,0,10,Yes,Diplomat,0,1.18,81000,6,1,7
9094,Software,23,0,1,Yes,Sentinel,1,2.49,45000,3,1,7
9095,Software,42,1,2,Yes,Explorer,0,1.35,52600,5,1,7
9096,Hardware,33,0,1,Yes,Diplomat,4,2.62,56000,5,1,7
9097,Software,35,1,1,Yes,Explorer,2,2.57,65000,9,1,7
9098,Hardware,42,0,5,Yes,Analyst,3,1.9,42000,6,1,7
9099,Hardware,34,0,1,Yes,Explorer,4,4,103000,9,1,7
9100,Software,51,1,7,Yes,Diplomat,3,3.69,125800,10,1,7
9101,Hardware,49,0,1,Yes,Explorer,0,1.15,55000,3,1,7
9102,Hardware,36,1,2,Yes,Sentinel,0,2.01,51800,3,1,7
9103,Hardware,63,0,4,Yes,Diplomat,5,3.11,107000,9,1,7
9104,Software,32,0,1,Yes,Diplomat,2,3.76,57000,8,1,7
9105,Software,45,0,6,Yes,Diplomat,4,3.32,87000,10,1,7
9106,Software,42,1,1,Yes,Explorer,2,3.22,85600,8,1,7
9107,Software,36,1,2,No,Explorer,4,3.68,97800,10,1,7
9108,Software,42,0,2,Yes,Explorer,0,1.26,79000,3,1,7
9109,Software,36,1,1,No,Diplomat,0,2.09,34800,4,1,7
9110,Software,54,1,1,Yes,Explorer,3,3.42,84200,6,1,7
9111,Hardware,49,1,5,No,Explorer,1,2.16,56200,6,1,7
9112,Software,46,0,2,No,Explorer,2,2.78,96000,10,1,7
9113,Hardware,31,1,2,Yes,Explorer,0,2.65,60800,5,1,7
9114,Software,39,1,1,Yes,Explorer,3,2.69,75200,10,1,7
9115,Software,34,0,1,Yes,Sentinel,3,1.75,58000,5,1,7
9116,Software,53,0,1,Yes,Diplomat,4,1.53,100000,5,1,7
9117,Hardware,39,0,1,Yes,Diplomat,1,2.72,70000,5,1,7
9118,Hardware,52,0,10,No,Explorer,3,2.48,95000,7,1,7
9119,Software,40,0,2,Yes,Diplomat,4,2.97,86000,5,1,7
9120,Software,34,0,1,Yes,Diplomat,4,2.69,74000,8,1,7
9121,Software,35,0,1,Yes,Explorer,5,3.6,117000,8,1,7
9122,Hardware,33,0,2,No,Diplomat,0,1.78,45000,3,1,7
9123,Software,39,0,2,Yes,Diplomat,5,3.81,117000,8,1,7
9124,Hardware,51,1,1,Yes,Diplomat,1,2.74,77800,7,1,7
9125,Hardware,40,0,1,Yes,Explorer,1,1.81,70000,5,1,7
9126,Software,42,1,6,No,Analyst,5,3.72,69600,9,1,7
9127,Software,29,0,1,Yes,Diplomat,2,3.68,77000,7,1,7
9128,Hardware,56,1,1,No,Diplomat,3,1.84,70800,4,1,7
9129,Software,23,0,2,Yes,Diplomat,2,2.93,53000,9,1,7
9130,Hardware,30,0,4,Yes,Analyst,0,4,54000,5,1,7
9131,Hardware,61,0,7,No,Analyst,2,4,69000,5,1,7
9132,Software,30,0,2,Yes,Explorer,2,1.34,58000,5,1,7
9133,Hardware,65,0,11,Yes,Analyst,2,3.68,89000,7,1,7
9134,Software,23,0,1,Yes,Diplomat,3,3.75,42000,5,1,7
9135,Software,57,1,8,Yes,Diplomat,6,3.36,102600,9,1,7
9136,Hardware,34,0,2,Yes,Diplomat,0,2.99,61000,4,1,7
9137,Software,53,0,2,Yes,Analyst,4,2.54,60000,6,1,7
9138,Hardware,42,0,10,Yes,Sentinel,3,3.92,56000,4,1,7
9139,Software,52,1,1,Yes,Explorer,5,1.92,101600,10,1,7
9140,Software,44,1,8,Yes,Diplomat,3,1.89,76200,9,1,7
9141,Hardware,26,0,2,Yes,Explorer,4,4,75000,9,1,7
9142,Software,25,0,2,Yes,Diplomat,4,1.94,58000,10,1,7
9143,Hardware,25,0,2,Yes,Sentinel,2,2.11,41000,2,1,7
9144,Software,31,0,7,Yes,Explorer,5,2.26,95000,8,1,7
9145,Software,40,0,2,Yes,Diplomat,3,2.4,63000,5,1,7
9146,Software,35,1,4,Yes,Diplomat,4,3.89,128000,10,1,7
9147,Software,26,0,1,Yes,Diplomat,2,2.77,60000,5,1,7
9148,Hardware,59,0,6,Yes,Diplomat,3,3.94,140000,10,1,7
9149,Hardware,53,0,6,Yes,Explorer,1,2.93,118000,8,1,7
9150,Software,41,0,9,Yes,Diplomat,4,2.91,117000,10,1,7
9151,Hardware,60,0,11,Yes,Sentinel,1,2.57,71000,6,1,7
9152,Hardware,50,1,2,Yes,Analyst,3,1.42,64000,4,1,7
9153,Software,22,1,2,Yes,Diplomat,5,3.58,65600,9,1,7
9154,Software,39,1,2,Yes,Diplomat,5,1.13,79200,6,1,7
9155,Software,50,0,2,Yes,Explorer,0,1.46,59000,5,1,7
9156,Hardware,44,1,1,No,Sentinel,1,2.03,51200,3,1,7
9157,Software,38,1,2,Yes,Sentinel,3,2.78,71400,8,1,7
9158,Software,56,1,2,Yes,Explorer,4,1.24,116800,5,1,7
9159,Hardware,59,0,2,Yes,Diplomat,5,2.78,103000,9,1,7
9160,Software,43,0,2,No,Explorer,3,2.29,70000,6,1,7
9161,Software,23,0,1,No,Explorer,3,2.56,35000,6,1,7
9162,Software,49,0,4,No,Analyst,3,1.64,45000,3,1,7
9163,Software,53,0,2,Yes,Diplomat,4,3.56,106000,9,1,7
9164,Software,56,0,1,Yes,Diplomat,1,2.4,49000,4,1,7
9165,Hardware,36,0,2,Yes,Explorer,1,3.34,47000,8,1,7
9166,Software,49,1,7,Yes,Explorer,3,1.5,75200,9,1,7
9167,Software,52,1,1,Yes,Diplomat,2,2.7,63600,4,1,7
9168,Software,31,0,1,Yes,Explorer,0,3.46,73000,4,1,7
9169,Hardware,32,0,2,Yes,Sentinel,1,2.93,66000,3,1,7
9170,Software,38,0,1,Yes,Explorer,4,1.13,77000,10,1,7
9171,Software,55,0,2,Yes,Explorer,2,3.44,56000,8,1,7
9172,Hardware,25,0,4,Yes,Analyst,4,2.41,58000,9,1,7
9173,Hardware,42,0,6,Yes,Analyst,0,2.31,69000,5,1,7
9174,Software,46,0,2,No,Analyst,4,2.09,62000,4,1,7
9175,Hardware,41,0,1,Yes,Sentinel,1,4,85000,6,1,7
9176,Software,41,0,2,Yes,Diplomat,5,2.51,105000,10,1,7
9177,Hardware,33,1,1,Yes,Explorer,5,2.31,100400,9,1,7
9178,Software,24,1,1,Yes,Diplomat,1,3.06,43200,5,1,7
9179,Software,45,1,2,Yes,Explorer,1,2.05,58000,4,1,7
9180,Software,50,0,9,Yes,Sentinel,6,2.24,87000,4,1,7
9181,Software,55,1,2,Yes,Explorer,4,2.53,68000,4,1,7
9182,Software,45,1,1,Yes,Diplomat,3,3.34,82000,7,1,7
9183,Hardware,54,0,2,Yes,Analyst,5,3.57,76000,5,1,7
9184,Software,45,0,10,Yes,Explorer,5,3.77,146000,10,1,7
9185,Hardware,64,1,9,No,Explorer,0,1.87,51200,8,1,7
9186,Hardware,48,0,2,Yes,Explorer,4,2.51,98000,8,1,7
9187,Hardware,56,0,1,Yes,Explorer,2,2.59,73000,4,1,7
9188,Software,56,0,1,Yes,Explorer,2,1.69,73000,6,1,7
9189,Software,36,1,2,Yes,Analyst,4,1.87,60800,6,1,7
9190,Software,31,0,7,Yes,Explorer,2,3.64,93000,10,1,7
9191,Software,50,1,2,Yes,Analyst,5,3.31,100000,8,1,7
9192,Hardware,36,0,1,Yes,Explorer,1,3.54,69000,8,1,7
9193,Software,45,0,1,Yes,Explorer,2,3.78,89000,8,1,7
9194,Hardware,41,1,1,No,Sentinel,4,3.66,59800,7,1,7
9195,Software,39,0,1,Yes,Diplomat,4,3.1,120000,9,1,7
9196,Hardware,25,0,4,No,Analyst,2,4,40000,7,1,7
9197,Software,36,1,2,Yes,Sentinel,5,1.97,86800,8,1,7
9198,Software,46,1,1,Yes,Diplomat,4,1.38,74800,10,1,7
9199,Software,50,0,1,No,Analyst,3,2.58,48000,4,1,7
9200,Software,55,0,1,Yes,Explorer,3,2.27,82000,7,1,7
9201,Hardware,44,0,1,No,Sentinel,2,1.31,49000,4,1,7
9202,Software,46,1,4,Yes,Sentinel,1,1.63,40800,3,1,7
9203,Software,53,0,1,Yes,Diplomat,5,2.7,111000,7,1,7
9204,Hardware,36,0,1,Yes,Sentinel,0,2.51,72000,4,1,7
9205,Hardware,51,1,1,No,Diplomat,3,2.23,57800,9,1,7
9206,Software,26,0,2,Yes,Diplomat,3,2.51,72000,8,1,7
9207,Software,32,1,1,Yes,Sentinel,0,1.3,34600,2,1,7
9208,Software,35,0,2,Yes,Diplomat,3,1.93,60000,7,1,7
9209,Software,37,1,2,Yes,Diplomat,1,1.73,67600,5,1,7
9210,Software,30,0,1,Yes,Diplomat,6,3.24,101000,9,1,7
9211,Software,56,0,1,No,Analyst,2,2.81,55000,9,1,7
9212,Software,31,1,2,Yes,Diplomat,4,3.06,91800,8,1,7
9213,Software,54,0,1,Yes,Sentinel,2,1.3,67000,4,1,7
9214,Software,31,0,2,Yes,Diplomat,2,3.07,66000,10,1,7
9215,Software,39,0,1,Yes,Diplomat,1,1.86,67000,5,1,7
9216,Hardware,28,0,1,Yes,Analyst,1,3.24,49000,4,1,7
9217,Hardware,35,0,1,Yes,Diplomat,0,4,77000,6,1,7
9218,Hardware,63,0,1,No,Diplomat,3,4,98000,8,1,7
9219,Hardware,48,1,3,Yes,Explorer,2,4,93400,5,1,7
9220,Hardware,46,0,2,No,Diplomat,5,2.29,91000,8,1,7
9221,Hardware,29,0,1,Yes,Diplomat,5,2.51,108000,8,1,7
9222,Software,44,1,2,Yes,Explorer,2,1.93,70200,8,1,7
9223,Hardware,39,0,1,No,Explorer,3,3.94,75000,9,1,7
9224,Software,54,0,5,Yes,Explorer,1,1.31,81000,4,1,7
9225,Software,42,0,1,Yes,Sentinel,3,2.51,66000,4,1,7
9226,Hardware,36,0,2,Yes,Sentinel,3,3.23,64000,3,1,7
9227,Hardware,54,1,1,Yes,Sentinel,2,1.37,47200,4,1,7
9228,Hardware,42,0,1,No,Diplomat,4,2.89,80000,4,1,7
9229,Software,36,1,2,Yes,Diplomat,5,1.56,89800,7,1,7
9230,Software,38,0,6,Yes,Explorer,2,2.08,93000,9,1,7
9231,Software,45,0,2,Yes,Sentinel,1,2.65,58000,4,1,7
9232,Hardware,35,0,2,Yes,Explorer,0,2.14,52000,5,1,7
9233,Software,22,0,1,Yes,Diplomat,2,2.27,51000,8,1,7
9234,Software,51,0,2,Yes,Analyst,3,2.46,60000,5,1,7
9235,Hardware,49,1,8,Yes,Diplomat,1,4,107200,10,1,7
9236,Hardware,49,0,2,Yes,Explorer,5,4,98000,9,1,7
9237,Software,24,1,3,Yes,Analyst,6,1.87,55200,6,1,7
9238,Software,42,1,2,Yes,Analyst,1,2.52,46600,4,1,7
9239,Hardware,64,0,1,Yes,Analyst,3,2.25,69000,6,1,7
9240,Software,40,0,2,No,Diplomat,4,2.71,80000,6,1,7
9241,Software,44,1,2,No,Explorer,5,3.39,100200,10,1,7
9242,Hardware,40,0,3,No,Diplomat,2,3.63,80000,7,1,7
9243,Hardware,56,0,1,No,Explorer,1,2.06,52000,3,1,7
9244,Software,35,0,1,Yes,Explorer,3,1.82,66000,7,1,7
9245,Software,54,1,1,Yes,Diplomat,0,3.83,49200,6,1,7
9246,Software,51,0,2,Yes,Analyst,2,3.7,116000,5,1,7
9247,Software,32,0,2,Yes,Diplomat,3,1.44,60000,9,1,7
9248,Software,38,0,1,No,Diplomat,2,3.61,100000,8,1,7
9249,Hardware,27,1,2,Yes,Diplomat,4,3.06,55600,6,1,7
9250,Hardware,39,1,1,Yes,Explorer,2,4,68200,7,1,7
9251,Hardware,26,1,9,Yes,Explorer,4,2.35,61800,9,1,7
9252,Software,47,1,1,No,Diplomat,3,3.62,92600,6,1,7
9253,Software,21,0,3,Yes,Diplomat,2,2.59,61000,7,1,7
9254,Hardware,38,0,10,No,Explorer,2,1.81,58000,6,1,7
9255,Hardware,48,1,1,Yes,Explorer,2,3.05,89400,8,1,7
9256,Software,47,1,3,Yes,Sentinel,2,2.9,51600,5,1,7
9257,Hardware,39,0,1,Yes,Diplomat,5,2.45,103000,9,1,7
9258,Hardware,43,0,1,Yes,Explorer,6,4,168000,9,1,7
9259,Hardware,42,1,3,Yes,Explorer,0,2.56,61600,4,1,7
9260,Software,52,1,3,Yes,Diplomat,4,1.2,59600,6,1,7
9261,Hardware,34,0,7,Yes,Diplomat,0,3.4,74000,4,1,7
9262,Hardware,54,0,1,Yes,Explorer,1,1.43,87000,5,1,7
9263,Software,44,0,2,Yes,Diplomat,6,2.74,105000,8,1,7
9264,Software,28,0,2,Yes,Sentinel,0,2.61,39000,3,1,7
9265,Hardware,38,0,1,Yes,Explorer,2,2.88,63000,4,1,8
9266,Hardware,28,0,1,Yes,Diplomat,2,2.94,65000,6,1,8
9267,Software,27,0,3,No,Explorer,2,2.45,54000,8,1,8
9268,Hardware,54,0,2,Yes,Explorer,6,1.31,75000,9,1,8
9269,Hardware,40,1,1,Yes,Explorer,1,4,84000,9,1,8
9270,Software,35,1,2,Yes,Explorer,2,3,50000,5,1,8
9271,Software,53,1,3,Yes,Diplomat,1,3.27,86400,7,1,8
9272,Software,50,0,1,Yes,Explorer,3,1.91,81000,8,1,8
9273,Software,44,0,1,Yes,Explorer,1,1.94,72000,7,1,8
9274,Software,22,0,1,Yes,Diplomat,3,1.68,52000,4,1,8
9275,Software,48,0,2,Yes,Diplomat,3,1.84,57000,5,1,8
9276,Software,26,0,2,Yes,Diplomat,3,1.34,63000,6,1,8
9277,Software,56,1,7,Yes,Explorer,2,1.85,72800,6,1,8
9278,Hardware,39,1,1,Yes,Analyst,2,4,61200,10,1,8
9279,Software,38,0,1,Yes,Analyst,1,2.17,56000,4,1,8
9280,Hardware,60,0,3,Yes,Explorer,1,3.73,94000,6,1,8
9281,Software,41,0,2,No,Diplomat,5,2.01,90000,8,1,8
9282,Hardware,53,0,4,Yes,Analyst,0,1.36,49000,2,1,8
9283,Software,45,1,1,Yes,Explorer,1,3.86,103000,6,1,8
9284,Software,35,0,1,No,Diplomat,3,3.81,68000,8,1,8
9285,Hardware,48,0,1,No,Diplomat,2,1.41,64000,4,1,8
9286,Software,43,0,1,No,Sentinel,1,1.8,41000,2,1,8
9287,Software,49,1,1,Yes,Diplomat,5,3.5,107200,8,1,8
9288,Hardware,60,0,1,Yes,Analyst,3,2.08,53000,6,1,8
9289,Hardware,49,0,2,No,Explorer,0,3.04,79000,5,1,8
9290,Hardware,62,0,10,No,Diplomat,2,3.07,93000,8,1,8
9291,Software,42,1,2,Yes,Explorer,5,2.25,62600,5,1,8
9292,Software,56,0,2,Yes,Explorer,0,2.05,48000,3,1,8
9293,Hardware,54,0,2,No,Diplomat,0,2.29,46000,3,1,8
9294,Software,25,0,1,No,Explorer,5,1.9,54000,6,1,8
9295,Software,29,0,1,No,Diplomat,2,3.04,54000,9,1,8
9296,Software,33,0,2,Yes,Diplomat,6,1.6,72000,9,1,8
9297,Software,40,0,2,Yes,Sentinel,5,2.86,72000,6,1,8
9298,Software,39,0,1,Yes,Diplomat,3,1.94,48000,3,1,8
9299,Software,42,1,1,Yes,Diplomat,1,2.22,60600,5,1,8
9300,Hardware,50,0,2,Yes,Diplomat,1,3.34,98000,6,1,8
9301,Hardware,46,0,9,Yes,Diplomat,3,1.38,81000,5,1,8
9302,Hardware,35,0,2,No,Explorer,2,2.34,50000,4,1,8
9303,Software,50,0,1,Yes,Diplomat,5,2.24,117000,9,1,8
9304,Hardware,25,0,8,No,Sentinel,0,1.76,48000,6,1,8
9305,Software,55,0,2,Yes,Sentinel,0,3.76,75000,4,1,8
9306,Hardware,31,0,2,Yes,Sentinel,3,1.12,54000,3,1,8
9307,Hardware,56,0,1,Yes,Explorer,5,2.48,127000,8,1,8
9308,Hardware,62,1,2,Yes,Analyst,6,4,85600,7,1,8
9309,Hardware,43,0,1,Yes,Explorer,2,1.51,68000,4,1,8
9310,Software,41,1,1,No,Explorer,3,1.94,62800,3,1,8
9311,Software,55,1,4,Yes,Sentinel,5,3.21,62000,8,1,8
9312,Hardware,53,1,6,Yes,Sentinel,0,2,53400,3,1,8
9313,Hardware,57,0,2,Yes,Analyst,4,2.26,89000,4,1,8
9314,Hardware,27,0,4,Yes,Diplomat,5,1.95,79000,5,1,8
9315,Software,44,1,13,Yes,Explorer,5,1.69,75200,8,1,8
9316,Hardware,34,1,1,Yes,Sentinel,0,4,57200,6,1,8
9317,Software,50,1,2,Yes,Sentinel,1,2.48,59000,4,1,8
9318,Hardware,29,0,5,Yes,Explorer,3,2.15,48000,9,1,8
9319,Hardware,52,1,1,Yes,Explorer,1,2.3,56600,3,1,8
9320,Hardware,53,0,1,No,Analyst,4,1.67,58000,5,1,8
9321,Hardware,35,0,6,Yes,Explorer,0,1.97,64000,5,1,8
9322,Hardware,64,0,2,Yes,Diplomat,2,3.38,99000,6,1,8
9323,Software,51,1,1,No,Diplomat,2,2.25,55800,4,1,8
9324,Hardware,56,0,3,No,Explorer,4,2.21,92000,5,1,8
9325,Software,40,1,1,No,Analyst,4,3.91,57000,6,1,8
9326,Hardware,45,0,2,Yes,Explorer,4,2.28,96000,6,1,8
9327,Software,44,1,2,Yes,Sentinel,4,3.6,65200,5,1,8
9328,Software,31,1,1,Yes,Analyst,4,1.65,55800,4,1,8
9329,Hardware,40,1,1,Yes,Diplomat,3,3.51,109000,8,1,8
9330,Software,29,0,5,Yes,Sentinel,1,2.09,61000,2,1,8
9331,Software,31,0,2,Yes,Explorer,2,2.71,53000,4,1,8
9332,Hardware,58,0,1,Yes,Diplomat,3,1.33,64000,5,1,8
9333,Software,41,0,2,Yes,Explorer,4,2.89,70000,9,1,8
9334,Software,24,0,1,Yes,Sentinel,4,3.33,61000,7,1,8
9335,Software,48,0,1,Yes,Diplomat,5,3.23,109000,7,1,8
9336,Software,42,1,2,Yes,Sentinel,1,1.18,46600,3,1,8
9337,Hardware,55,0,7,Yes,Diplomat,1,1.89,83000,8,1,8
9338,Software,36,1,1,Yes,Explorer,2,2.88,46800,4,1,8
9339,Hardware,38,0,1,Yes,Diplomat,2,2.54,105000,5,1,8
9340,Software,41,1,1,Yes,Diplomat,3,3.86,91800,9,1,8
9341,Hardware,59,0,1,Yes,Diplomat,2,3.12,74000,5,1,8
9342,Software,31,0,2,Yes,Diplomat,3,3.57,80000,9,1,8
9343,Software,38,0,2,Yes,Diplomat,6,2.78,78000,7,1,8
9344,Software,30,0,2,Yes,Diplomat,1,1.98,50000,5,1,8
9345,Software,28,1,2,Yes,Explorer,2,1.24,52400,7,1,8
9346,Software,56,1,2,No,Explorer,4,2.13,61800,5,1,8
9347,Software,44,1,4,Yes,Explorer,4,1.6,94200,6,1,8
9348,Software,40,0,2,No,Diplomat,1,2.94,87000,6,1,8
9349,Software,22,0,2,Yes,Sentinel,2,3,41000,5,1,8
9350,Software,41,0,2,Yes,Sentinel,1,1.47,45000,3,1,8
9351,Hardware,60,1,2,Yes,Analyst,5,4,111000,6,1,8
9352,Software,46,1,7,Yes,Sentinel,4,1.32,79800,3,1,8
9353,Hardware,52,1,2,Yes,Diplomat,4,4,109600,10,1,8
9354,Software,39,1,3,Yes,Explorer,5,1.2,110200,6,1,8
9355,Software,55,0,1,Yes,Diplomat,4,2.93,96000,9,1,8
9356,Software,44,0,5,Yes,Diplomat,1,2.1,57000,5,1,8
9357,Hardware,33,0,6,Yes,Analyst,0,4,68000,6,1,8
9358,Hardware,58,0,1,No,Sentinel,0,2.76,48000,3,1,8
9359,Hardware,52,1,1,Yes,Diplomat,2,3.35,78600,6,1,8
9360,Software,44,1,2,Yes,Explorer,2,1.98,59200,8,1,8
9361,Hardware,32,1,4,Yes,Explorer,1,3.14,57600,7,1,8
9362,Software,42,1,2,Yes,Diplomat,4,3.22,91600,7,1,8
9363,Software,25,0,1,Yes,Diplomat,5,3.63,58000,8,1,8
9364,Hardware,52,0,2,No,Explorer,4,1.73,92000,5,1,8
9365,Hardware,35,1,1,Yes,Explorer,3,2.03,89000,6,1,8
9366,Software,54,1,8,No,Analyst,3,3.08,52200,4,1,8
9367,Software,57,0,1,Yes,Analyst,1,1.88,53000,3,1,8
9368,Hardware,50,0,1,Yes,Diplomat,2,3.73,97000,8,1,8
9369,Hardware,42,0,12,No,Explorer,0,4,56000,8,1,8
9370,Software,27,0,2,Yes,Diplomat,5,3.72,95000,10,1,8
9371,Software,44,0,1,No,Diplomat,1,3.58,58000,5,1,8
9372,Hardware,32,1,5,Yes,Diplomat,4,4,101600,10,1,8
9373,Software,46,1,4,No,Diplomat,4,1.51,57800,8,1,8
9374,Hardware,64,1,3,No,Explorer,2,4,59200,7,1,8
9375,Hardware,65,0,1,Yes,Explorer,3,2.76,118000,6,1,8
9376,Software,21,0,2,Yes,Sentinel,5,3.4,50000,5,1,8
9377,Software,42,1,2,Yes,Explorer,2,2.3,103600,9,1,8
9378,Software,24,1,2,Yes,Explorer,2,2.83,48200,7,1,8
9379,Hardware,58,1,2,Yes,Explorer,0,1.93,64400,6,1,8
9380,Software,43,1,3,Yes,Diplomat,3,1.82,69400,7,1,8
9381,Hardware,38,0,2,No,Explorer,0,2.01,50000,5,1,8
9382,Hardware,38,0,1,No,Explorer,5,3.19,77000,8,1,8
9383,Software,48,0,1,No,Sentinel,3,2.34,71000,5,1,8
9384,Software,45,0,2,Yes,Diplomat,2,3.03,78000,7,1,8
9385,Hardware,56,1,5,Yes,Diplomat,1,1.67,60800,6,1,8
9386,Software,22,0,2,Yes,Diplomat,2,3.02,39000,7,1,8
9387,Software,28,1,1,Yes,Diplomat,3,2.51,63400,6,1,8
9388,Hardware,46,1,2,Yes,Diplomat,2,2.84,77800,7,1,8
9389,Hardware,41,1,1,Yes,Sentinel,3,1.36,50800,6,1,8
9390,Hardware,62,0,2,No,Explorer,1,2.78,79000,4,1,8
9391,Software,55,1,8,No,Sentinel,5,2.83,83000,10,1,8
9392,Software,45,1,2,No,Diplomat,1,3.62,66000,8,1,8
9393,Software,35,1,1,No,Diplomat,2,1.21,42000,7,1,8
9394,Software,22,1,1,Yes,Explorer,5,2.26,60600,8,1,8
9395,Software,29,1,2,Yes,Explorer,2,3.46,76200,10,1,8
9396,Software,50,0,2,Yes,Sentinel,3,2.7,56000,4,1,8
9397,Hardware,49,0,3,No,Explorer,0,2.36,50000,3,1,8
9398,Hardware,41,0,2,Yes,Analyst,2,2.72,73000,5,1,8
9399,Software,54,0,3,No,Explorer,3,2.3,51000,4,1,8
9400,Software,32,1,9,Yes,Explorer,6,2.47,96600,9,1,8
9401,Hardware,42,0,2,Yes,Diplomat,4,1.82,97000,7,1,8
9402,Software,34,1,2,No,Analyst,0,2.06,37200,1,1,8
9403,Software,55,0,1,Yes,Diplomat,4,1.36,79000,6,1,8
9404,Hardware,25,0,1,Yes,Analyst,2,2.92,46000,6,1,8
9405,Hardware,45,0,10,Yes,Diplomat,3,2.13,80000,8,1,8
9406,Software,41,1,2,Yes,Diplomat,1,1.12,45800,4,1,8
9407,Software,29,0,2,Yes,Diplomat,1,2.1,64000,4,1,8
9408,Software,28,0,3,No,Sentinel,4,3.37,38000,3,1,8
9409,Software,22,0,2,Yes,Diplomat,3,3.94,88000,9,1,8
9410,Software,36,1,1,No,Explorer,2,3.72,89800,9,1,8
9411,Software,48,0,1,Yes,Analyst,2,2.59,85000,3,1,8
9412,Software,26,1,2,Yes,Analyst,3,3.46,75800,4,1,8
9413,Software,53,0,1,Yes,Explorer,0,1.37,58000,5,1,8
9414,Hardware,27,0,2,No,Diplomat,1,3.51,82000,6,1,8
9415,Hardware,29,0,11,Yes,Explorer,5,2.78,73000,10,1,8
9416,Software,31,0,2,Yes,Analyst,4,3.49,75000,5,1,8
9417,Hardware,25,1,8,Yes,Explorer,6,2.67,106000,10,1,8
9418,Hardware,33,0,1,No,Explorer,3,1.18,55000,5,1,8
9419,Software,32,0,6,Yes,Sentinel,5,2.67,97000,8,1,8
9420,Software,43,0,1,Yes,Diplomat,4,2.59,105000,8,1,8
9421,Hardware,59,0,5,No,Explorer,0,1.72,52000,8,1,8
9422,Hardware,27,0,2,Yes,Diplomat,4,2.48,75000,10,1,8
9423,Hardware,62,0,2,Yes,Explorer,4,2.02,82000,6,1,8
9424,Software,53,0,1,Yes,Diplomat,2,1.99,67000,5,1,8
9425,Software,29,0,1,Yes,Sentinel,1,3.54,49000,5,1,8
9426,Software,55,1,1,Yes,Diplomat,0,2.92,53000,4,1,8
9427,Hardware,28,1,2,Yes,Explorer,3,3.06,72400,7,1,8
9428,Software,46,0,2,No,Diplomat,0,3.92,77000,7,1,8
9429,Software,56,1,2,Yes,Sentinel,2,2.06,52800,4,1,8
9430,Software,25,1,2,Yes,Diplomat,2,3.87,59000,7,1,8
9431,Hardware,32,0,4,Yes,Sentinel,3,1.86,62000,4,1,8
9432,Software,56,0,2,Yes,Explorer,6,2.96,157000,10,1,8
9433,Hardware,27,0,2,Yes,Diplomat,1,3.23,74000,7,1,8
9434,Hardware,53,1,2,Yes,Diplomat,4,1.14,64400,5,1,8
9435,Hardware,28,0,1,Yes,Analyst,0,2.63,54000,4,1,8
9436,Software,34,0,1,Yes,Explorer,3,2.46,87000,9,1,8
9437,Hardware,39,0,1,No,Analyst,2,3.14,87000,3,1,8
9438,Software,23,0,2,Yes,Analyst,5,3.83,77000,6,1,8
9439,Software,23,0,1,Yes,Sentinel,1,1.9,37000,2,1,8
9440,Software,48,1,2,Yes,Explorer,1,1.74,62400,6,1,8
9441,Hardware,32,0,2,Yes,Explorer,1,3.33,57000,6,1,8
9442,Hardware,37,1,1,Yes,Analyst,0,1.09,40600,2,1,8
9443,Software,36,1,7,Yes,Diplomat,6,1.85,122800,8,1,8
9444,Software,54,0,2,Yes,Explorer,3,2.33,86000,3,1,8
9445,Hardware,41,0,9,Yes,Sentinel,4,3.02,98000,9,1,8
9446,Software,24,1,2,Yes,Diplomat,1,2.34,74200,7,1,8
9447,Hardware,51,0,2,No,Explorer,3,2.8,69000,6,1,8
9448,Hardware,57,0,6,Yes,Analyst,0,3.81,103000,4,1,8
9449,Hardware,42,1,1,Yes,Diplomat,1,4,101600,7,1,8
9450,Hardware,46,0,2,No,Diplomat,5,1.25,82000,4,1,8
9451,Hardware,60,1,2,No,Explorer,3,2.95,47000,5,1,8
9452,Software,23,1,2,Yes,Analyst,1,3.41,34400,6,1,8
9453,Hardware,35,0,10,Yes,Diplomat,5,4,113000,9,1,8
9454,Software,47,1,1,Yes,Sentinel,2,1.14,53600,3,1,8
9455,Software,40,0,1,Yes,Analyst,2,2.98,65000,3,1,8
9456,Hardware,65,0,2,Yes,Diplomat,0,1.14,53000,6,1,8
9457,Hardware,34,0,1,Yes,Explorer,0,2.95,57000,3,1,8
9458,Hardware,63,0,9,No,Diplomat,1,1.29,52000,3,1,8
9459,Software,54,0,2,Yes,Explorer,3,1.62,63000,7,1,8
9460,Software,23,0,1,Yes,Sentinel,0,1.71,43000,3,1,8
9461,Software,46,0,9,Yes,Explorer,3,3.88,124000,9,1,8
9462,Software,45,1,2,Yes,Sentinel,3,3.1,86000,8,1,8
9463,Hardware,65,1,1,Yes,Diplomat,2,2.09,65000,7,1,8
